WKT,id,typ,ranking
"MULTIPOLYGON (((22.108833727183 53.1830619073037,22.1054246580206 53.1853933971332,22.1030343911366 53.1881951033988,22.1010163789313 53.189742899168,22.0985477426413 53.1925837901366,22.0956284822666 53.194797725857,22.0958439981332 53.1953267193477,22.0982146726657 53.193641777118,22.1023290664823 53.1900171920891,22.1047781104208 53.1869803776053,22.1093039436192 53.1834341619824,22.108833727183 53.1830619073037)))","285","0","1.00"
"MULTIPOLYGON (((22.1177482471191 53.1970900309834,22.1181009094463 53.1963847063292,22.1137514074115 53.1945626176389,22.1135358915449 53.1952483499417,22.1177482471191 53.1970900309834)))","286","0","0.75"
"MULTIPOLYGON (((22.1080108484197 53.1927013442457,22.0984497808838 53.193485038306,22.0979991567991 53.1940532164997,22.1083635107468 53.1933478918454,22.1080108484197 53.1927013442457)))","287","0","0.85"
"MULTIPOLYGON (((22.0934929159523 53.1938768853361,22.094061094146 53.1934066689,22.09294433011 53.192289904864,22.0923957442678 53.1927601213002,22.0934929159523 53.1938768853361)))","288","0","0.90"
"MULTIPOLYGON (((22.0813260656658 53.1829639455462,22.0827367149744 53.1837868243095,22.0856755677006 53.1863730147086,22.0922194131042 53.1924858283791,22.092787591298 53.192172350755,22.0882029810451 53.1881363263443,22.0838534790103 53.1839827478246,22.0821489444291 53.1826504679221,22.0813260656658 53.1829639455462)))","289","0","0.80"
"MULTIPOLYGON (((22.0937280241703 53.1940728088512,22.095334596994 53.1955618275658,22.0958048134302 53.1953659040508,22.0942766100126 53.1935830000635,22.0937280241703 53.1940728088512)))","290","0","0.70"
"MULTIPOLYGON (((22.064515828072 53.1930148218698,22.0705110876334 53.1881363263443,22.0693747312459 53.1875681481506,22.0641827580963 53.1926425671911,22.064515828072 53.1930148218698)))","291","0","0.75"
"MULTIPOLYGON (((22.0579719826683 53.1989708967282,22.0585793455651 53.198383126183,22.0574429891776 53.1978149479893,22.0572862503655 53.1984810879405,22.0579719826683 53.1989708967282)))","292","3","0.95"
"MULTIPOLYGON (((22.0580503520743 53.1988729349707,22.057188288608 53.1987553808616,22.0559343781115 53.2001660301702,22.0530738947913 53.2028305899753,22.0483717304294 53.2062788438407,22.0454720624062 53.2081597095855,22.0421413626499 53.2086299260217,22.0370081665548 53.2105891611725,22.0341084985316 53.2129402433534,22.0343044220467 53.2136063833047,22.0370473512578 53.2121565492931,22.0393984334388 53.2102756835483,22.0421413626499 53.209413620082,22.0440614130977 53.2092568812699,22.04747048226 53.2080029707734,22.0507619973134 53.2052600415623,22.0544061746939 53.2030656981934,22.057227473311 53.2001660301702,22.0580503520743 53.1988729349707)))","293","0","1.00"
"MULTIPOLYGON (((22.0419258467833 53.1870391546599,22.0415339997531 53.1862750529511,22.0360481413309 53.1871175240659,22.0363028419005 53.1877248869627,22.0419258467833 53.1870391546599)))","294","0","0.70"
"MULTIPOLYGON (((22.0949035652608 53.1952679422933,22.0919451201831 53.1980696485589,22.0886144204268 53.201890157103,22.0867923317365 53.2027522205693,22.0873801022818 53.2031048828965,22.0894960762446 53.2017530106424,22.0923173748618 53.1984223108861,22.0953150046425 53.1956597893234,22.0949035652608 53.1952679422933)))","295","0","0.80"
"MULTIPOLYGON (((22.0956088899151 53.195914489893,22.0986457043989 53.1988925273222,22.1003894236831 53.2020664882665,22.1008008630647 53.2019881188605,22.0995077678652 53.198383126183,22.0960986987028 53.1955226428629,22.0956088899151 53.195914489893)))","296","0","0.85"
"MULTIPOLYGON (((22.0861653764883 53.2052796339138,22.0853424977249 53.2051228951018,22.0831873390591 53.2073368308222,22.0808362568781 53.2098054671122,22.078093327667 53.2118626640205,22.0751348825893 53.2149582555588,22.0737438256322 53.2169958601156,22.0726074692448 53.219170611133,22.0712751893422 53.2221878332652,22.0703151641183 53.2252050553974,22.0690024765673 53.2275169528754,22.0657305538655 53.2295937421352,22.0660440314896 53.230201105032,22.068297151913 53.2285749398568,22.0703543488213 53.2272230676028,22.0712164122877 53.2248328007188,22.0733323862506 53.2197387893267,22.0744491502865 53.2172505606852,22.0758989842981 53.2158595037281,22.0772312642006 53.2135476062502,22.0796215310846 53.2123328804567,22.0808362568781 53.2109222311481,22.0822077214837 53.2094723971365,22.0861653764883 53.2052796339138)))","297","0","1.00"
"MULTIPOLYGON (((22.1038572699 53.2120585875356,22.1050719956935 53.2119802181296,22.1036417540334 53.2079637860704,22.1024270282399 53.2079441937189,22.1038572699 53.2120585875356)))","298","0","0.75"
"MULTIPOLYGON (((22.1844210193007 53.2014591253698,22.1869092479422 53.1999896990067,22.1855377833367 53.1986770114557,22.1836177328889 53.2007146160125,22.1844210193007 53.2014591253698)))","299","1","0.70"
"MULTIPOLYGON (((22.2696085636574 53.2064943597073,22.273566218662 53.2035750993327,22.2722731234625 53.20328121406,22.2690012007606 53.2060633279742,22.2696085636574 53.2064943597073)))","300","0","0.70"
"MULTIPOLYGON (((22.2668852267978 53.2096683206516,22.2690599778151 53.2084927795612,22.2689620160576 53.2078266396099,22.2674142202885 53.2084144101551,22.2664346027131 53.2092764736215,22.2668852267978 53.2096683206516)))","301","0","0.60"
"MULTIPOLYGON (((22.2811876433986 53.1975602474197,22.2843811966944 53.1963455216262,22.2846946743185 53.195836120487,22.2831468785494 53.1959732669476,22.2808545734229 53.1967961457109,22.2811876433986 53.1975602474197)))","302","0","0.55"
"MULTIPOLYGON (((22.2877314888022 53.1952287575903,22.2901021633347 53.1940336241483,22.2930606084124 53.1917413190218,22.2923944684611 53.1914474337492,22.2904940103649 53.1929756371668,22.2873788264751 53.1945822099905,22.2877314888022 53.1952287575903)))","303","0","0.75"
"MULTIPOLYGON (((22.3225666897834 53.2081597095855,22.3343808777427 53.2066119138164,22.3367711446267 53.2052992262654,22.3364576670026 53.2048290098292,22.3336951454399 53.2062984361923,22.327680293527 53.2071604996586,22.3223119892138 53.2077286778523,22.3225666897834 53.2081597095855)))","304","0","0.90"
"MULTIPOLYGON (((22.3912966588734 53.2018509724,22.3934126328362 53.202007711212,22.3935889639998 53.2011260553942,22.3912378818188 53.2010085012851,22.3912966588734 53.2018509724)))","305","0","0.40"
"MULTIPOLYGON (((22.4053835596076 53.2023407811876,22.406441546589 53.202086080618,22.4065982854011 53.2012632018547,22.4045410884927 53.2018117876969,22.4053835596076 53.2023407811876)))","306","4","0.85"
"MULTIPOLYGON (((22.4085379282004 53.2014983100728,22.4098702081029 53.2012632018547,22.4095175457758 53.2007146160125,22.4080873041157 53.2009105395276,22.4085379282004 53.2014983100728)))","307","0","0.80"
"MULTIPOLYGON (((22.418745543336 53.1993627437584,22.4204108932142 53.1993431514069,22.4297956295865 53.2016746412364,22.4300699225076 53.2012632018547,22.4206264090808 53.1987553808617,22.4187259509845 53.1987945655647,22.418745543336 53.1993627437584)))","308","0","0.85"
"MULTIPOLYGON (((22.4319507882524 53.2024975199997,22.4419820722245 53.2026738511633,22.4418057410609 53.2020664882665,22.4319899729554 53.2017726029939,22.4319507882524 53.2024975199997)))","309","0","0.85"
"MULTIPOLYGON (((22.4747796686488 53.2044567551505,22.4796973488773 53.2052404492108,22.4799324570954 53.2043392010415,22.4748188533518 53.2037906151992,22.4747796686488 53.2044567551505)))","310","0","0.50"
"MULTIPOLYGON (((22.4904731422067 53.2079246013674,22.4916094985941 53.2086691107247,22.492412785006 53.207983378422,22.4908649892368 53.2071996843616,22.4904731422067 53.2079246013674)))","311","0","0.40"
"MULTIPOLYGON (((22.3738986507343 53.2139590456319,22.3760734017516 53.2125288039718,22.3757207394245 53.2119410334266,22.3733304725405 53.2132929056806,22.3738986507343 53.2139590456319)))","312","0","0.45"
"MULTIPOLYGON (((22.3768179111089 53.2125483963233,22.3790710315324 53.2116079634509,22.3787575539082 53.2102952758999,22.3763868793758 53.2114120399358,22.3768179111089 53.2125483963233)))","313","0","0.45"
"MULTIPOLYGON (((22.3585578395035 53.2249503548278,22.3595962341334 53.2250091318824,22.3613399534176 53.2220115021017,22.3604387052483 53.2218939479926,22.3585578395035 53.2249503548278)))","314","0","0.65"
"MULTIPOLYGON (((22.362162832181 53.22160006272,22.3628485644838 53.2207575916051,22.3611636222541 53.2202090057629,22.3608305522784 53.2214433239079,22.362162832181 53.22160006272)))","315","4","0.80"
"MULTIPOLYGON (((22.3488792178586 53.2200326745993,22.3494865807553 53.2197583816782,22.3488596255071 53.2184652864787,22.3477232691196 53.2169566754126,22.346234250405 53.2151345867223,22.3448236010964 53.2143704850135,22.3445493081753 53.2148602938012,22.3467632438957 53.216741159546,22.3480563390952 53.2181518088546,22.3488792178586 53.2200326745993)))","316","0","0.75"
"MULTIPOLYGON (((22.3084993814007 53.221717616829,22.3095377760306 53.219092241727,22.3086169355097 53.2186416176423,22.3077548720434 53.2212865850958,22.3084993814007 53.221717616829)))","317","0","0.70"
"MULTIPOLYGON (((22.310634947715 53.2182105859091,22.313025214599 53.216623605437,22.3124570364053 53.2162317584068,22.3102039159819 53.2175248536063,22.310634947715 53.2182105859091)))","318","0","0.65"
"MULTIPOLYGON (((22.2418070168675 53.2100209829788,22.2508782756157 53.2159966501887,22.2514072691064 53.2156831725646,22.2425907109279 53.209335250676,22.2418070168675 53.2100209829788)))","319","0","0.90"
"MULTIPOLYGON (((22.150604620598 53.2119998104811,22.1603420192974 53.2184652864787,22.1608906051396 53.2179167006365,22.156815396026 53.2152129561284,22.1510160599796 53.2114708169904,22.150604620598 53.2119998104811)))","320","0","0.90"
"MULTIPOLYGON (((22.1704908573785 53.222951934974,22.1715292520085 53.2223249797258,22.1704124879725 53.2218351709381,22.1695700168577 53.2222466103198,22.1704908573785 53.222951934974)))","321","3","0.90"
"MULTIPOLYGON (((22.0096572438496 53.2284377933963,22.0101078679343 53.2279871693116,22.0084033333531 53.2265961123545,22.008207409838 53.2246760619067,22.0080310786745 53.221756801532,22.0087559956803 53.2183869170727,22.0079918939715 53.2181322165031,22.0076196392928 53.2193077575935,22.0072277922626 53.2240491066585,22.0075412698868 53.2267332588151,22.0096572438496 53.2284377933963)))","322","0","0.90"
"MULTIPOLYGON (((22.0181799167556 53.2196408275692,22.0201195595549 53.2182497706121,22.0254682715166 53.216623605437,22.0254486791651 53.2163101278128,22.0231955587416 53.2167607518975,22.019120349628 53.2182497706121,22.0178272544285 53.21913142643,22.0181799167556 53.2196408275692)))","323","0","0.85"
"MULTIPOLYGON (((22.0586968996741 53.2286533092629,22.0593826319769 53.227850022851,22.0577564668017 53.2272818446573,22.0569727727414 53.2280263540146,22.0586968996741 53.2286533092629)))","324","0","0.80"
"MULTIPOLYGON (((22.1106166311702 53.227654099336,22.1122819810484 53.2269879593847,22.1110084782003 53.2259691571063,22.1097153830008 53.2262042653244,22.1106166311702 53.227654099336)))","325","4","0.90"
"MULTIPOLYGON (((22.1118117646122 53.2309260220378,22.1127717898361 53.2306713214682,22.1121644269393 53.2283006469357,22.1107929623338 53.2284573857478,22.1118117646122 53.2309260220378)))","326","0","0.75"
"MULTIPOLYGON (((22.1710786279238 53.2229715273256,22.1778967662486 53.2257928259427,22.1889468524991 53.2293978186202,22.2145736482715 53.2371563898173,22.2155336734954 53.2367057657327,22.2081081722738 53.2344526453092,22.1920228516858 53.2296917038928,22.1830691470467 53.2270271440877,22.1715292520085 53.2225600879439,22.1710786279238 53.2229715273256)))","327","0","1.00"
"MULTIPOLYGON (((22.2152201958712 53.2381947844473,22.2172969851311 53.2381947844473,22.2174929086462 53.2369212815992,22.2157100046589 53.2366665810296,22.2152201958712 53.2381947844473)))","328","3","0.95"
"MULTIPOLYGON (((22.1992916140953 53.2238335907919,22.1967250160477 53.2221290562107,22.1958237678784 53.2202677828175,22.1932571698308 53.2184456941272,22.1930220616127 53.2188767258604,22.1947853732484 53.2199347128418,22.1953143667392 53.2211102539323,22.196156837854 53.2223837567803,22.1983119965199 53.2242450301736,22.1992916140953 53.2238335907919)))","329","0","0.75"
"MULTIPOLYGON (((22.2334018980707 53.2211886233383,22.233029643392 53.220404929278,22.2318149175985 53.2207184069022,22.2326377963618 53.221560878017,22.2334018980707 53.2211886233383)))","330","3","0.85"
"MULTIPOLYGON (((22.2227240664988 53.2280655387176,22.2222342577111 53.2274973605239,22.2219403724385 53.2281047234207,22.2224301812262 53.2284182010448,22.2227240664988 53.2280655387176)))","331","3","0.80"
"MULTIPOLYGON (((22.2224497735777 53.2274189911179,22.2228416206079 53.227810838148,22.2245657475406 53.225381386561,22.2323439110892 53.2215021009625,22.2320500258166 53.2211886233383,22.224350231674 53.2250287242339,22.2224497735777 53.2274189911179)))","332","0","0.95"
"MULTIPOLYGON (((22.2535232430693 53.2281047234206,22.2541501983176 53.2280459463661,22.2549730770809 53.2262434500274,22.2542677524266 53.2260867112153,22.2534252813118 53.2277912457965,22.2535232430693 53.2281047234206)))","333","0","0.70"
"MULTIPOLYGON (((22.3024453447847 53.2263610041365,22.303189854142 53.2264785582455,22.3035425164692 53.2245585077977,22.3046984652081 53.2236964443314,22.3067556621165 53.2229911196771,22.3061874839227 53.2223445720773,22.3047768346142 53.2227364191075,22.3034641470631 53.2237748137374,22.3028959688694 53.2246368772037,22.3024453447847 53.2263610041365)))","334","0","0.75"
"MULTIPOLYGON (((22.28965153925 53.2338844671155,22.2927863154913 53.2338452824125,22.2938834871757 53.2343938682547,22.2942753342059 53.2338452824125,22.2930802007639 53.2331399577582,22.2897690933591 53.2332575118673,22.28965153925 53.2338844671155)))","335","0","0.70"
"MULTIPOLYGON (((22.3518572552878 53.2325130025099,22.3512303000396 53.2318076778557,22.3505641600883 53.232591371916,22.3513674465001 53.2331399577582,22.3518572552878 53.2325130025099)))","336","3","0.90"
"MULTIPOLYGON (((22.3510343765245 53.2331007730552,22.3505641600883 53.2328852571886,22.3486832943435 53.2345114223638,22.3475861226591 53.2367841351387,22.3482718549619 53.2369016892477,22.3510343765245 53.2331007730552)))","337","0","0.75"
"MULTIPOLYGON (((22.3468416133018 53.2378813068231,22.3479975620407 53.2377049756596,22.348585332586 53.2369996510053,22.347351014441 53.2367645427872,22.3468416133018 53.2378813068231)))","338","3","0.90"
"MULTIPOLYGON (((22.3430798818122 53.2434847193544,22.3441770534967 53.243661050518,22.3447452316904 53.242465917076,22.343726429412 53.2422112165064,22.3430798818122 53.2434847193544)))","339","4","0.75"
"MULTIPOLYGON (((22.3441574611452 53.2420348853428,22.3450783016661 53.2421132547488,22.34603832689 53.2408005671978,22.34499993226 53.2404870895737,22.3441574611452 53.2420348853428)))","340","0","0.50"
"MULTIPOLYGON (((22.4195488297478 53.2259691571063,22.4203129314566 53.2252834248035,22.4183145116028 53.2232066355437,22.4178834798697 53.2235592978708,22.4195488297478 53.2259691571063)))","341","0","0.60"
"MULTIPOLYGON (((22.4343802398394 53.2424463247245,22.4348896409786 53.2422112165064,22.4347329021665 53.2417801847732,22.4328520364217 53.2399776884345,22.4321467117675 53.2401736119496,22.4343802398394 53.2424463247245)))","342","0","0.50"
"MULTIPOLYGON (((22.416159352937 53.2435043117059,22.4192549444752 53.2433475728938,22.4192549444752 53.2426422482395,22.4160026141249 53.2423679553184,22.416159352937 53.2435043117059)))","343","0","0.45"
"MULTIPOLYGON (((22.4131421308047 53.2426030635365,22.408753444067 53.2432692034878,22.4087142593639 53.24381778933,22.4133772390228 53.2436218658149,22.4131421308047 53.2426030635365)))","344","0","0.55"
"MULTIPOLYGON (((22.4046782349533 53.2442488210632,22.4080481194127 53.243739419924,22.4079697500066 53.2430732799727,22.4044039420322 53.2434651270029,22.4046782349533 53.2442488210632)))","345","0","0.40"
"MULTIPOLYGON (((22.3954306450415 53.2474227820075,22.3984478671738 53.2465999032442,22.3977033578165 53.2458945785899,22.3952739062295 53.246247240917,22.3954306450415 53.2474227820075)))","346","0","0.40"
"MULTIPOLYGON (((22.3857128386936 53.246208056214,22.3906109265706 53.2468350114623,22.3906109265706 53.2458945785899,22.3859479469117 53.2452676233416,22.3857128386936 53.246208056214)))","347","0","0.60"
"MULTIPOLYGON (((22.3846548517122 53.2331595501097,22.3835184953247 53.2348444923394,22.3830874635915 53.2367645427872,22.384263004682 53.2365686192721,22.3851250681483 53.2334338430308,22.3846548517122 53.2331595501097)))","348","0","0.60"
"MULTIPOLYGON (((22.381715998986 53.2306125444137,22.3827348012644 53.2304558056016,22.3824213236402 53.2284573857478,22.3814025213618 53.2285749398568,22.381715998986 53.2306125444137)))","349","0","0.50"
"MULTIPOLYGON (((22.3687850469907 53.2469133808683,22.374545198334 53.2441312669541,22.3732521031345 53.2433475728938,22.3686674928817 53.2457770244808,22.3687850469907 53.2469133808683)))","350","0","0.75"
"MULTIPOLYGON (((22.3672176588701 53.2489509854251,22.3688634163967 53.2491469089402,22.3706267280324 53.2491077242372,22.3706267280324 53.2482456607708,22.3674919517912 53.2479321831467,22.3672176588701 53.2489509854251)))","351","0","0.70"
"MULTIPOLYGON (((22.3550312162321 53.248794246613,22.3564418655407 53.2493036477523,22.3564418655407 53.2484023995829,22.3552663244502 53.2477754443346,22.3550312162321 53.248794246613)))","352","4","0.60"
"MULTIPOLYGON (((22.3432758053273 53.2460513174019,22.3476644920651 53.2473444126015,22.3477428614711 53.2466390879472,22.3440203146846 53.2451108845296,22.3432758053273 53.2460513174019)))","353","0","0.70"
"MULTIPOLYGON (((22.3312461015014 53.2518114687453,22.3411598313645 53.2466390879472,22.3403761373042 53.2456986550748,22.3309718085803 53.2509494052789,22.3312461015014 53.2518114687453)))","354","0","0.90"
"MULTIPOLYGON (((22.2657292780588 53.2384494850168,22.2696085636574 53.2373523133324,22.2691775319242 53.2366078039751,22.2654549851377 53.2375874215505,22.2657292780588 53.2384494850168)))","355","0","0.65"
"MULTIPOLYGON (((22.2620851006783 53.2379792685806,22.2532293577967 53.2395466567013,22.251466046161 53.2401344272465,22.2516227849731 53.2408005671978,22.2537387589359 53.2403695354646,22.2560506564139 53.2400952425435,22.2626728712236 53.2390764402651,22.2620851006783 53.2379792685806)))","356","0","0.80"
"MULTIPOLYGON (((22.2534252813118 53.2393899178892,22.2546008224023 53.2390372555621,22.2537387589359 53.2377833450656,22.254013051857 53.2356673711027,22.2528375107666 53.2359024793208,22.2524064790334 53.2378617144716,22.2534252813118 53.2393899178892)))","357","0","0.75"
"MULTIPOLYGON (((22.2256433268735 53.2440137128451,22.2265445750429 53.2433475728938,22.2247420787041 53.2406438283857,22.2238016458317 53.2409573060099,22.224546155189 53.2427989870516,22.2256433268735 53.2440137128451)))","358","0","0.85"
"MULTIPOLYGON (((22.1928065457462 53.2471876737894,22.1938645327276 53.2471093043834,22.1945306726789 53.2443663751722,22.1931592080733 53.2440137128451,22.1928065457462 53.2471876737894)))","359","0","0.65"
"MULTIPOLYGON (((22.1788176067695 53.2263414117849,22.1797580396418 53.2281047234206,22.190063616535 53.2395858414043,22.192532252825 53.2402519813556,22.1933943162914 53.2397033955134,22.1896717695049 53.2380184532837,22.1797972243449 53.2264197811909,22.1788176067695 53.2263414117849)))","360","0","0.95"
"MULTIPOLYGON (((22.1947265961939 53.2254009789125,22.1933943162914 53.2268899976271,22.1893974765838 53.2288100480749,22.1901419859411 53.229084340996,22.1957453984723 53.2270075517362,22.1947265961939 53.2254009789125)))","361","0","0.75"
"MULTIPOLYGON (((22.1735276718623 53.2296329268383,22.1741546271106 53.228888417481,22.1732533789412 53.2279871693116,22.1724305001779 53.2284965704508,22.1735276718623 53.2296329268383)))","362","3","0.70"
"MULTIPOLYGON (((22.1742329965166 53.2287708633719,22.1785824985514 53.2260671188638,22.1780339127091 53.2258711953487,22.1737627800804 53.2281047234206,22.1742329965166 53.2287708633719)))","363","0","0.70"
"MULTIPOLYGON (((22.1895542153958 53.2542409203323,22.1919836669828 53.2621562303415,22.1936294245095 53.2655261148009,22.1944914879758 53.2652910065828,22.1934335009944 53.2642330196013,22.1908081258923 53.2541625509262,22.1895542153958 53.2542409203323)))","364","0","0.85"
"MULTIPOLYGON (((22.1944131185698 53.2653301912858,22.1953927361452 53.2652518218798,22.1979789265443 53.2629791091048,22.2026419062031 53.2570230342464,22.2084412422495 53.2520465769634,22.2131042219084 53.2476187055226,22.2126731901752 53.2473444126015,22.2080493952193 53.251106144091,22.2044052178389 53.2543584744413,22.2015055498157 53.2569054801374,22.1980964806533 53.2612549821721,22.1957453984723 53.2640762807893,22.1944131185698 53.2653301912858)))","365","0","0.95"
"MULTIPOLYGON (((22.2164741063678 53.2686608910421,22.2165132910708 53.2677204581698,22.2113800949757 53.2668583947034,22.204640326057 53.2647424207405,22.1985666970895 53.2652910065828,22.1958629525814 53.2652126371767,22.1957453984723 53.265761223019,22.2007218557554 53.2655261148009,22.2046011413539 53.2655261148009,22.2090290127947 53.2669759488125,22.2147107947321 53.2686608910421,22.2164741063678 53.2686608910421)))","366","0","0.90"
"MULTIPOLYGON (((22.1179637629857 53.243778604627,22.1199229981365 53.243700235221,22.1283477092849 53.2449933304205,22.130933899684 53.2429949105667,22.1297191738905 53.2425638788335,22.1273680917095 53.2439745281421,22.1174935465495 53.2422112165064,22.1179637629857 53.243778604627)))","367","1","0.75"
"MULTIPOLYGON (((22.1203540298697 53.2552989073137,22.1225875579416 53.2556515696409,22.1220389720994 53.2545935826594,22.1219606026933 53.2517722840423,22.1202756604637 53.2491469089402,22.1189825652641 53.2495387559704,22.1209809851179 53.2537315191931,22.1203540298697 53.2552989073137)))","368","0","0.80"
"MULTIPOLYGON (((22.113653445654 53.2554164614228,22.1202364757606 53.2547895061745,22.1207066921968 53.2538882580051,22.1135750762479 53.2541233662232,22.113653445654 53.2554164614228)))","369","0","0.70"
"MULTIPOLYGON (((22.0428858720072 53.2520857616664,22.0460206482485 53.2514196217151,22.047313743448 53.2504791888428,22.0466084187937 53.2501265265156,22.0460990176545 53.2504791888428,22.0428075026012 53.251106144091,22.0428858720072 53.2520857616664)))","370","0","0.60"
"MULTIPOLYGON (((22.0020554114646 53.2607455810329,22.0057387735481 53.2641154654923,22.0067575758265 53.2639587266802,22.0057779582511 53.2621954150445,22.0028782902279 53.2598835175666,22.0020554114646 53.2607455810329)))","371","0","0.70"
"MULTIPOLYGON (((22.0008015009681 53.2610590586571,22.0018986726525 53.2607847657359,22.0018986726525 53.2598443328636,22.0002920998289 53.2603537340028,22.0008015009681 53.2610590586571)))","372","0","0.55"
"MULTIPOLYGON (((22.0002529151259 53.2615292750932,22.0009582397801 53.263331771432,22.0018594879495 53.2702674638658,22.0027215514159 53.2701890944598,22.0018203032465 53.2622737844505,22.0009190550771 53.2611766127661,22.0002529151259 53.2615292750932)))","373","0","0.80"
"MULTIPOLYGON (((22.0148688093508 53.2773598951117,22.0158484269262 53.2772423410026,22.01537821049 53.275674952882,22.0138500070724 53.2758708763971,22.0148688093508 53.2773598951117)))","374","4","0.75"
"MULTIPOLYGON (((22.0909263179047 53.2484807689889,22.0893981144871 53.2480889219588,22.0874388793363 53.251027774685,22.0852837206704 53.2549854296896,22.0865376311669 53.2553380920167,22.0909263179047 53.2484807689889)))","375","0","0.80"
"MULTIPOLYGON (((22.0776818882853 53.2723050684226,22.0803072633874 53.2728536542648,22.0808950339326 53.2718348519864,22.079288461109 53.2714821896593,22.081678727993 53.2688176298542,22.0806991104176 53.2681514899029,22.0776818882853 53.2723050684226)))","376","1","0.85"
"MULTIPOLYGON (((22.0944921258792 53.2653301912858,22.0981754879627 53.2636844337591,22.1036221616819 53.2605888422209,22.1028384676216 53.2596092246455,22.094178648255 53.2639195419772,22.0944921258792 53.2653301912858)))","377","0","0.85"
"MULTIPOLYGON (((22.0756834684315 53.2768113092695,22.0767022707099 53.2758316916941,22.0750173284803 53.2751655517428,22.074507927341 53.2762627234272,22.0756834684315 53.2768113092695)))","378","4","0.85"
"MULTIPOLYGON (((22.103778900494 53.2742251188704,22.1108321470368 53.2740683800583,22.1216863097722 53.2730887624829,22.1218430485843 53.2720307755015,22.118590718234 53.2723834378287,22.1038572699 53.2730103930769,22.103778900494 53.2742251188704)))","379","0","0.95"
"MULTIPOLYGON (((22.1338727524102 53.2746169659006,22.143316265837 53.2722658837196,22.1420231706375 53.2715997437683,22.1335592747861 53.2734414248101,22.1338727524102 53.2746169659006)))","380","0","0.80"
"MULTIPOLYGON (((22.1708239273542 53.2574540659796,22.172743977802 53.2573756965736,22.1717643602266 53.2541625509262,22.1704320803241 53.2540841815202,22.1708239273542 53.2574540659796)))","381","0","0.60"
"MULTIPOLYGON (((22.1931983927763 53.2671326876245,22.1946482267879 53.2660355159401,22.1939820868366 53.2654477453948,22.1926106222311 53.2663881782672,22.1931983927763 53.2671326876245)))","382","0","0.70"
"MULTIPOLYGON (((22.1918269281708 53.2672502417336,22.1911216035165 53.2709336038171,22.1909256800014 53.2750871823368,22.1918269281708 53.2752439211488,22.1928065457461 53.2674069805456,22.1918269281708 53.2672502417336)))","383","0","0.85"
"MULTIPOLYGON (((22.2322655416832 53.2735197942161,22.2382216165416 53.2750479976337,22.2394755270381 53.2760667999122,22.24664632769 53.2777125574388,22.2471557288293 53.2764194622393,22.2427278573885 53.2760667999122,22.2398673740683 53.2744210423855,22.2326182040103 53.2722266990166,22.2322655416832 53.2735197942161)))","384","0","0.85"
"MULTIPOLYGON (((22.2534644660148 53.2678380122788,22.2569519045832 53.2703066485688,22.2574221210194 53.2697580627266,22.2545616376993 53.2667408405944,22.2534644660148 53.2678380122788)))","385","0","0.70"
"MULTIPOLYGON (((22.2618499924602 53.2599227022696,22.263809227611 53.2605104728148,22.2649847687015 53.2602361798937,22.268746500191 53.2582769447429,22.2690207931121 53.2573365118705,22.2677668826156 53.2574540659796,22.2638875970171 53.2595308552394,22.2627512406296 53.2586687917731,22.2618499924602 53.2599227022696)))","386","1","0.75"
"MULTIPOLYGON (((22.2608703748848 53.2741467494644,22.2632998264718 53.2746169659006,22.266199494495 53.2759100611001,22.2668264497433 53.2753614752579,22.2652982463256 53.2741467494644,22.2614189607271 53.2727361001558,22.2608703748848 53.2741467494644)))","387","0","0.75"
"MULTIPOLYGON (((22.3173747166338 53.2589822693972,22.3185110730213 53.2594524858334,22.320274384657 53.2573756965736,22.3231348679771 53.256043416671,22.3226254668379 53.2550246143926,22.3192555823786 53.2570622189494,22.3173747166338 53.2589822693972)))","388","0","0.75"
"MULTIPOLYGON (((22.2978215498289 53.2930337763181,22.2990362756223 53.2927986681,22.3009171413671 53.2883316119561,22.3010738801792 53.2858237909631,22.30056447904 53.2847658039817,22.2972337792836 53.2843739569515,22.2971945945806 53.2853927592299,22.2998199696827 53.2863723768053,22.2992713838404 53.2889193825014,22.2978215498289 53.2930337763181)))","389","1","0.85"
"MULTIPOLYGON (((22.3082054961281 53.2819053206615,22.3040127329054 53.2844523263576,22.3018575742395 53.2864899309144,22.3015440966154 53.2873128096777,22.3034249623601 53.2870777014596,22.3038951787963 53.2858629756661,22.3053841975109 53.2848833580907,22.3089108207824 53.2825714606128,22.3082054961281 53.2819053206615)))","390","0","0.80"
"MULTIPOLYGON (((22.3109092406362 53.2918974199306,22.3067948468195 53.2898598153738,22.305540936323 53.2882532425501,22.3057368598381 53.2865683003204,22.3047180575597 53.2865291156174,22.3044045799355 53.2884883507682,22.3061287068682 53.2906826941371,22.3097728842487 53.2926027445849,22.3109092406362 53.2918974199306)))","391","1","0.70"
"MULTIPOLYGON (((22.3687458622877 53.2719915907985,22.3709793903596 53.2718740366894,22.3708226515475 53.2702282791628,22.3680797223364 53.2704242026779,22.3687458622877 53.2719915907985)))","392","4","0.80"
"MULTIPOLYGON (((22.3740357971948 53.2710903426291,22.3834009412157 53.2721875143136,22.3879855514685 53.2721091449075,22.3875153350323 53.2711295273321,22.3809714896287 53.270698495599,22.3742709054129 53.2701499097567,22.3740357971948 53.2710903426291)))","393","0","0.85"
